Year_Season,HospitalID,HospitalClass,StrokeRehabNumber,StrokeNumber,StrokeRehabRate,StrokeRehabRegionRate,StrokeRehabCountryRate,CityCode,TownCode
2020_2,932020025,2,13,20,0.65,0.7092,0.7184,68000,68000020
2020_3,932020025,2,13,19,0.6842,0.7237,0.7202,68000,68000020
2020_4,932020025,2,7,13,0.5385,0.7232,0.7261,68000,68000020
2021_1,932020025,2,12,21,0.5714,0.7168,0.7219,68000,68000020
2021_2,932020025,2,12,16,0.75,0.7064,0.7045,68000,68000020
2021_3,932020025,2,11,19,0.5789,0.7344,0.7243,68000,68000020
2021_4,932020025,2,14,22,0.6364,0.7322,0.7376,68000,68000020
2022_1,932020025,2,7,14,0.5,0.7645,0.7516,68000,68000020
2022_2,932020025,2,8,13,0.6154,0.7505,0.7522,68000,68000020
2022_3,932020025,2,10,17,0.5882,0.7256,0.7411,68000,68000020
2022_4,932020025,2,12,20,0.6,0.765,0.7564,68000,68000020
2023_1,932020025,2,7,16,0.4375,0.7532,0.7502,68000,68000020
2023_2,932020025,2,16,25,0.64,0.7542,0.7581,68000,68000020
2023_3,932020025,2,7,10,0.7,0.7628,0.7534,68000,68000020
2023_4,932020025,2,9,10,0.9,0.7253,0.7554,68000,68000020
2018_1,932020034,3,1,1,1,0.7225,0.6935,68000,68000020
2018_3,932020034,3,1,2,0.5,0.7183,0.6948,68000,68000020
2018_4,932020034,3,1,1,1,0.7164,0.7061,68000,68000020
2019_1,932020034,3,0,1,0,0.7247,0.7023,68000,68000020
2019_3,932020034,3,1,1,1,0.7166,0.7043,68000,68000020
2020_4,932020034,3,1,1,1,0.7232,0.7261,68000,68000020
2021_3,932020034,3,1,1,1,0.7344,0.7243,68000,68000020
2021_4,932020034,3,1,1,1,0.7322,0.7376,68000,68000020
2019_1,933050018,2,26,38,0.6842,0.7247,0.7023,10004,10004010
2019_2,933050018,2,22,25,0.88,0.7036,0.7081,10004,10004010
2019_3,933050018,2,16,28,0.5714,0.7166,0.7043,10004,10004010
2019_4,933050018,2,12,25,0.48,0.7116,0.7101,10004,10004010
2020_1,933050018,2,20,29,0.6897,0.6924,0.7204,10004,10004010
2020_2,933050018,2,8,16,0.5,0.7092,0.7184,10004,10004010
2020_3,933050018,2,21,32,0.6563,0.7237,0.7202,10004,10004010
2020_4,933050018,2,18,37,0.4865,0.7232,0.7261,10004,10004010
2021_1,933050018,2,28,39,0.7179,0.7168,0.7219,10004,10004010
2021_2,933050018,2,15,24,0.625,0.7064,0.7045,10004,10004010
2021_3,933050018,2,20,26,0.7692,0.7344,0.7243,10004,10004010
2021_4,933050018,2,19,32,0.5938,0.7322,0.7376,10004,10004010
2022_1,933050018,2,28,41,0.6829,0.7645,0.7516,10004,10004010
2022_2,933050018,2,26,31,0.8387,0.7505,0.7522,10004,10004010
2022_3,933050018,2,24,36,0.6667,0.7256,0.7411,10004,10004010
2022_4,933050018,2,19,26,0.7308,0.765,0.7564,10004,10004010
2023_1,933050018,2,29,38,0.7632,0.7532,0.7502,10004,10004010
2023_2,933050018,2,33,43,0.7674,0.7542,0.7581,10004,10004010
2023_3,933050018,2,19,29,0.6552,0.7628,0.7534,10004,10004010
2023_4,933050018,2,14,29,0.4828,0.7253,0.7554,10004,10004010
2016_2,935010012,3,0,1,0,0.6689,0.6761,10005,10005010
2016_3,935010012,3,0,1,0,0.6741,0.6824,10005,10005010
2016_4,935010012,3,1,2,0.5,0.6722,0.6773,10005,10005010
2017_1,935010012,3,1,1,1,0.6967,0.6907,10005,10005010
2017_2,935010012,3,1,2,0.5,0.7135,0.6963,10005,10005010
2017_3,935010012,3,1,1,1,0.7321,0.6963,10005,10005010
2018_2,935010012,3,2,2,1,0.7374,0.7035,10005,10005010
2018_3,935010012,3,2,2,1,0.7183,0.6948,10005,10005010
2018_4,935010012,3,1,1,1,0.7164,0.7061,10005,10005010
2019_2,935010012,3,1,2,0.5,0.7036,0.7081,10005,10005010
2019_3,935010012,3,0,1,0,0.7166,0.7043,10005,10005010
2020_2,935010012,3,1,1,1,0.7092,0.7184,10005,10005010
2020_3,935010012,3,2,2,1,0.7237,0.7202,10005,10005010
2020_4,935010012,3,0,1,0,0.7232,0.7261,10005,10005010
2021_2,935010012,3,1,1,1,0.7064,0.7045,10005,10005010
2021_3,935010012,3,0,1,0,0.7344,0.7243,10005,10005010
2021_4,935010012,3,0,1,0,0.7322,0.7376,10005,10005010
2022_1,935010012,3,0,1,0,0.7645,0.7516,10005,10005010
2023_1,935010012,3,1,1,1,0.7532,0.7502,10005,10005010
2023_4,935010012,3,2,2,1,0.7253,0.7554,10005,10005010
2016_1,935020027,3,9,19,0.4737,0.657,0.6686,10005,10005020
2016_2,935020027,3,8,8,1,0.6689,0.6761,10005,10005020
2016_3,935020027,3,15,19,0.7895,0.6741,0.6824,10005,10005020
2016_4,935020027,3,9,15,0.6,0.6722,0.6773,10005,10005020
2017_1,935020027,3,8,12,0.6667,0.6967,0.6907,10005,10005020
2017_2,935020027,3,8,10,0.8,0.7135,0.6963,10005,10005020
2017_3,935020027,3,6,9,0.6667,0.7321,0.6963,10005,10005020
2017_4,935020027,3,8,10,0.8,0.6848,0.6863,10005,10005020
2018_1,935020027,3,10,16,0.625,0.7225,0.6935,10005,10005020
2018_2,935020027,3,8,16,0.5,0.7374,0.7035,10005,10005020
2018_3,935020027,3,8,9,0.8889,0.7183,0.6948,10005,10005020
2018_4,935020027,3,22,23,0.9565,0.7164,0.7061,10005,10005020
2019_1,935020027,3,7,12,0.5833,0.7247,0.7023,10005,10005020
2019_2,935020027,3,10,15,0.6667,0.7036,0.7081,10005,10005020
2019_3,935020027,3,13,15,0.8667,0.7166,0.7043,10005,10005020
2019_4,935020027,3,18,23,0.7826,0.7116,0.7101,10005,10005020
2020_1,935020027,3,5,8,0.625,0.6924,0.7204,10005,10005020
2020_2,935020027,3,3,5,0.6,0.7092,0.7184,10005,10005020
2020_3,935020027,3,5,6,0.8333,0.7237,0.7202,10005,10005020
2020_4,935020027,3,6,9,0.6667,0.7232,0.7261,10005,10005020
2021_1,935020027,3,5,9,0.5556,0.7168,0.7219,10005,10005020
2021_2,935020027,3,8,13,0.6154,0.7064,0.7045,10005,10005020
2021_3,935020027,3,9,14,0.6429,0.7344,0.7243,10005,10005020
2021_4,935020027,3,4,5,0.8,0.7322,0.7376,10005,10005020
2022_1,935020027,3,11,15,0.7333,0.7645,0.7516,10005,10005020
2022_2,935020027,3,10,13,0.7692,0.7505,0.7522,10005,10005020
2022_3,935020027,3,13,16,0.8125,0.7256,0.7411,10005,10005020
2022_4,935020027,3,13,20,0.65,0.765,0.7564,10005,10005020
2023_1,935020027,3,17,19,0.8947,0.7532,0.7502,10005,10005020
2023_2,935020027,3,10,17,0.5882,0.7542,0.7581,10005,10005020
2023_3,935020027,3,7,11,0.6364,0.7628,0.7534,10005,10005020
2023_4,935020027,3,9,9,1,0.7253,0.7554,10005,10005020
2016_1,936030018,2,13,16,0.8125,0.6743,0.6686,66000,66000110
2016_2,936030018,2,4,11,0.3636,0.6648,0.6761,66000,66000110
2016_3,936030018,2,10,12,0.8333,0.7002,0.6824,66000,66000110
2016_4,936030018,2,16,21,0.7619,0.672,0.6773,66000,66000110
2017_1,936030018,2,12,16,0.75,0.7029,0.6907,66000,66000110
2017_2,936030018,2,15,20,0.75,0.7107,0.6963,66000,66000110
2017_3,936030018,2,9,10,0.9,0.7035,0.6963,66000,66000110
2017_4,936030018,2,7,15,0.4667,0.6994,0.6863,66000,66000110
2018_1,936030018,2,5,9,0.5556,0.675,0.6935,66000,66000110
2018_2,936030018,2,12,21,0.5714,0.6968,0.7035,66000,66000110
2018_3,936030018,2,6,7,0.8571,0.6866,0.6948,66000,66000110
2018_4,936030018,2,4,7,0.5714,0.6913,0.7061,66000,66000110
2019_1,936030018,2,11,15,0.7333,0.6831,0.7023,66000,66000110
2019_2,936030018,2,9,14,0.6429,0.6958,0.7081,66000,66000110
2019_3,936030018,2,10,16,0.625,0.7281,0.7043,66000,66000110
2019_4,936030018,2,8,11,0.7273,0.7022,0.7101,66000,66000110
2020_1,936030018,2,3,5,0.6,0.7275,0.7204,66000,66000110
2020_2,936030018,2,4,5,0.8,0.7514,0.7184,66000,66000110
2020_3,936030018,2,5,13,0.3846,0.7319,0.7202,66000,66000110
2020_4,936030018,2,6,9,0.6667,0.748,0.7261,66000,66000110
2021_1,936030018,2,3,8,0.375,0.7477,0.7219,66000,66000110
2021_2,936030018,2,12,15,0.8,0.7195,0.7045,66000,66000110
2021_3,936030018,2,7,9,0.7778,0.7258,0.7243,66000,66000110
2021_4,936030018,2,9,10,0.9,0.7375,0.7376,66000,66000110
2022_1,936030018,2,9,12,0.75,0.7542,0.7516,66000,66000110
2022_2,936030018,2,4,6,0.6667,0.741,0.7522,66000,66000110
2022_3,936030018,2,5,9,0.5556,0.7599,0.7411,66000,66000110
2022_4,936030018,2,6,7,0.8571,0.7518,0.7564,66000,66000110
2023_1,936030018,2,4,8,0.5,0.7373,0.7502,66000,66000110
2023_2,936030018,2,1,1,1,0.7532,0.7581,66000,66000110
2023_3,936030018,2,4,7,0.5714,0.7745,0.7534,66000,66000110
2023_4,936030018,2,2,4,0.5,0.7478,0.7554,66000,66000110
2016_1,936050029,2,87,127,0.685,0.6743,0.6686,66000,66000130
2016_2,936050029,2,66,98,0.6735,0.6648,0.6761,66000,66000130
2016_3,936050029,2,84,120,0.7,0.7002,0.6824,66000,66000130
2016_4,936050029,2,69,105,0.6571,0.672,0.6773,66000,66000130
2017_1,936050029,2,84,127,0.6614,0.7029,0.6907,66000,66000130
2017_2,936050029,2,72,121,0.595,0.7107,0.6963,66000,66000130
2017_3,936050029,2,75,104,0.7212,0.7035,0.6963,66000,66000130
2017_4,936050029,2,69,105,0.6571,0.6994,0.6863,66000,66000130
2018_1,936050029,2,78,127,0.6142,0.675,0.6935,66000,66000130
2018_2,936050029,2,88,137,0.6423,0.6968,0.7035,66000,66000130
2018_3,936050029,2,69,100,0.69,0.6866,0.6948,66000,66000130
2018_4,936050029,2,81,105,0.7714,0.6913,0.7061,66000,66000130
2019_1,936050029,2,93,129,0.7209,0.6831,0.7023,66000,66000130
2019_2,936050029,2,76,115,0.6609,0.6958,0.7081,66000,66000130
2019_3,936050029,2,77,112,0.6875,0.7281,0.7043,66000,66000130
2019_4,936050029,2,80,111,0.7207,0.7022,0.7101,66000,66000130
2020_1,936050029,2,66,96,0.6875,0.7275,0.7204,66000,66000130
2020_2,936050029,2,90,118,0.7627,0.7514,0.7184,66000,66000130
2020_3,936050029,2,97,128,0.7578,0.7319,0.7202,66000,66000130
2020_4,936050029,2,105,131,0.8015,0.748,0.7261,66000,66000130
2021_1,936050029,2,80,95,0.8421,0.7477,0.7219,66000,66000130
2021_2,936050029,2,102,134,0.7612,0.7195,0.7045,66000,66000130
2021_3,936050029,2,79,102,0.7745,0.7258,0.7243,66000,66000130
2021_4,936050029,2,81,99,0.8182,0.7375,0.7376,66000,66000130
2022_1,936050029,2,108,125,0.864,0.7542,0.7516,66000,66000130
2022_2,936050029,2,82,102,0.8039,0.741,0.7522,66000,66000130
2022_3,936050029,2,100,118,0.8475,0.7599,0.7411,66000,66000130
2022_4,936050029,2,88,115,0.7652,0.7518,0.7564,66000,66000130
2023_1,936050029,2,102,124,0.8226,0.7373,0.7502,66000,66000130
2023_2,936050029,2,88,116,0.7586,0.7532,0.7581,66000,66000130
2023_3,936050029,2,87,106,0.8208,0.7745,0.7534,66000,66000130
2023_4,936050029,2,85,118,0.7203,0.7478,0.7554,66000,66000130
2016_1,936060016,2,97,113,0.8584,0.6743,0.6686,66000,66000140
2016_2,936060016,2,84,99,0.8485,0.6648,0.6761,66000,66000140
2016_3,936060016,2,85,95,0.8947,0.7002,0.6824,66000,66000140
2016_4,936060016,2,99,113,0.8761,0.672,0.6773,66000,66000140
2017_1,936060016,2,101,119,0.8487,0.7029,0.6907,66000,66000140
2017_2,936060016,2,87,95,0.9158,0.7107,0.6963,66000,66000140
2017_3,936060016,2,77,90,0.8556,0.7035,0.6963,66000,66000140
2017_4,936060016,2,89,99,0.899,0.6994,0.6863,66000,66000140
2018_1,936060016,2,85,91,0.9341,0.675,0.6935,66000,66000140
2018_2,936060016,2,83,96,0.8646,0.6968,0.7035,66000,66000140
2018_3,936060016,2,79,96,0.8229,0.6866,0.6948,66000,66000140
2018_4,936060016,2,87,100,0.87,0.6913,0.7061,66000,66000140
2019_1,936060016,2,75,89,0.8427,0.6831,0.7023,66000,66000140
2019_2,936060016,2,86,102,0.8431,0.6958,0.7081,66000,66000140
2019_3,936060016,2,75,80,0.9375,0.7281,0.7043,66000,66000140
2019_4,936060016,2,75,84,0.8929,0.7022,0.7101,66000,66000140
2020_1,936060016,2,88,94,0.9362,0.7275,0.7204,66000,66000140
2020_2,936060016,2,80,85,0.9412,0.7514,0.7184,66000,66000140
2020_3,936060016,2,78,85,0.9176,0.7319,0.7202,66000,66000140
2020_4,936060016,2,98,111,0.8829,0.748,0.7261,66000,66000140
2021_1,936060016,2,97,109,0.8899,0.7477,0.7219,66000,66000140
2021_2,936060016,2,70,77,0.9091,0.7195,0.7045,66000,66000140
2021_3,936060016,2,92,102,0.902,0.7258,0.7243,66000,66000140
2021_4,936060016,2,100,116,0.8621,0.7375,0.7376,66000,66000140
2022_1,936060016,2,98,104,0.9423,0.7542,0.7516,66000,66000140
2022_2,936060016,2,74,85,0.8706,0.741,0.7522,66000,66000140
2022_3,936060016,2,94,107,0.8785,0.7599,0.7411,66000,66000140
2022_4,936060016,2,84,97,0.866,0.7518,0.7564,66000,66000140
2023_1,936060016,2,105,112,0.9375,0.7373,0.7502,66000,66000140
2023_2,936060016,2,117,124,0.9435,0.7532,0.7581,66000,66000140
2023_3,936060016,2,84,96,0.875,0.7745,0.7534,66000,66000140
2023_4,936060016,2,75,82,0.9146,0.7478,0.7554,66000,66000140
2016_1,937010019,2,47,69,0.6812,0.6743,0.6686,10007,10007010
2016_2,937010019,2,38,54,0.7037,0.6648,0.6761,10007,10007010
2016_3,937010019,2,41,52,0.7885,0.7002,0.6824,10007,10007010
2016_4,937010019,2,43,54,0.7963,0.672,0.6773,10007,10007010
2017_1,937010019,2,71,90,0.7889,0.7029,0.6907,10007,10007010
2017_2,937010019,2,74,86,0.8605,0.7107,0.6963,10007,10007010
2017_3,937010019,2,62,78,0.7949,0.7035,0.6963,10007,10007010
2017_4,937010019,2,57,78,0.7308,0.6994,0.6863,10007,10007010
2018_1,937010019,2,53,80,0.6625,0.675,0.6935,10007,10007010
2018_2,937010019,2,64,77,0.8312,0.6968,0.7035,10007,10007010
2018_3,937010019,2,57,72,0.7917,0.6866,0.6948,10007,10007010
2018_4,937010019,2,44,63,0.6984,0.6913,0.7061,10007,10007010
2019_1,937010019,2,53,64,0.8281,0.6831,0.7023,10007,10007010
2019_2,937010019,2,51,67,0.7612,0.6958,0.7081,10007,10007010
2019_3,937010019,2,56,79,0.7089,0.7281,0.7043,10007,10007010
2019_4,937010019,2,47,59,0.7966,0.7022,0.7101,10007,10007010
2020_1,937010019,2,57,65,0.8769,0.7275,0.7204,10007,10007010
2020_2,937010019,2,52,64,0.8125,0.7514,0.7184,10007,10007010
2020_3,937010019,2,63,80,0.7875,0.7319,0.7202,10007,10007010
2020_4,937010019,2,85,91,0.9341,0.748,0.7261,10007,10007010
2021_1,937010019,2,47,53,0.8868,0.7477,0.7219,10007,10007010
2021_2,937010019,2,40,60,0.6667,0.7195,0.7045,10007,10007010
2021_3,937010019,2,38,50,0.76,0.7258,0.7243,10007,10007010
2021_4,937010019,2,57,63,0.9048,0.7375,0.7376,10007,10007010
2022_1,937010019,2,49,63,0.7778,0.7542,0.7516,10007,10007010
2022_2,937010019,2,49,63,0.7778,0.741,0.7522,10007,10007010
2022_3,937010019,2,49,61,0.8033,0.7599,0.7411,10007,10007010
2022_4,937010019,2,45,68,0.6618,0.7518,0.7564,10007,10007010
2023_1,937010019,2,56,64,0.875,0.7373,0.7502,10007,10007010
2023_2,937010019,2,49,60,0.8167,0.7532,0.7581,10007,10007010
2023_3,937010019,2,63,83,0.759,0.7745,0.7534,10007,10007010
2023_4,937010019,2,41,73,0.5616,0.7478,0.7554,10007,10007010
2016_1,937030012,3,6,6,1,0.6743,0.6686,10007,10007030
2016_2,937030012,3,4,4,1,0.6648,0.6761,10007,10007030
2016_3,937030012,3,2,2,1,0.7002,0.6824,10007,10007030
2018_4,937030012,3,1,1,1,0.6913,0.7061,10007,10007030
2020_3,937030012,3,1,1,1,0.7319,0.7202,10007,10007030
2020_4,937030012,3,1,1,1,0.748,0.7261,10007,10007030
2022_2,937030012,3,3,3,1,0.741,0.7522,10007,10007030
2022_3,937030012,3,1,1,1,0.7599,0.7411,10007,10007030
2023_2,937030012,3,1,1,1,0.7532,0.7581,10007,10007030
2023_4,937030012,3,1,1,1,0.7478,0.7554,10007,10007030
2016_1,937050014,3,5,7,0.7143,0.6743,0.6686,10007,10007100
2016_2,937050014,3,10,10,1,0.6648,0.6761,10007,10007100
2016_3,937050014,3,4,7,0.5714,0.7002,0.6824,10007,10007100
2016_4,937050014,3,5,6,0.8333,0.672,0.6773,10007,10007100
2017_1,937050014,3,7,10,0.7,0.7029,0.6907,10007,10007100
2017_3,937050014,3,0,2,0,0.7035,0.6963,10007,10007100
2018_1,937050014,3,0,2,0,0.675,0.6935,10007,10007100
2018_2,937050014,3,0,2,0,0.6968,0.7035,10007,10007100
2019_1,937050014,3,1,2,0.5,0.6831,0.7023,10007,10007100
2019_4,937050014,3,0,1,0,0.7022,0.7101,10007,10007100
2020_2,937050014,3,1,2,0.5,0.7514,0.7184,10007,10007100
2020_3,937050014,3,1,1,1,0.7319,0.7202,10007,10007100
2020_4,937050014,3,0,2,0,0.748,0.7261,10007,10007100
2021_1,937050014,3,1,1,1,0.7477,0.7219,10007,10007100
2021_2,937050014,3,0,1,0,0.7195,0.7045,10007,10007100
2021_3,937050014,3,1,7,0.1429,0.7258,0.7243,10007,10007100
2021_4,937050014,3,13,23,0.5652,0.7375,0.7376,10007,10007100
2022_1,937050014,3,14,15,0.9333,0.7542,0.7516,10007,10007100
2022_2,937050014,3,21,22,0.9545,0.741,0.7522,10007,10007100
2022_3,937050014,3,29,31,0.9355,0.7599,0.7411,10007,10007100
2022_4,937050014,3,33,35,0.9429,0.7518,0.7564,10007,10007100
2023_1,937050014,3,26,30,0.8667,0.7373,0.7502,10007,10007100
2023_2,937050014,3,31,40,0.775,0.7532,0.7581,10007,10007100
2023_3,937050014,3,27,31,0.871,0.7745,0.7534,10007,10007100
2023_4,937050014,3,11,18,0.6111,0.7478,0.7554,10007,10007100
2016_1,937050024,3,1,2,0.5,0.6743,0.6686,10007,10007100
2016_2,937050024,3,0,3,0,0.6648,0.6761,10007,10007100
2016_3,937050024,3,0,2,0,0.7002,0.6824,10007,10007100
2016_4,937050024,3,0,3,0,0.672,0.6773,10007,10007100
2017_1,937050024,3,1,2,0.5,0.7029,0.6907,10007,10007100
2017_2,937050024,3,2,3,0.6667,0.7107,0.6963,10007,10007100
2017_3,937050024,3,1,4,0.25,0.7035,0.6963,10007,10007100
2018_1,937050024,3,3,3,1,0.675,0.6935,10007,10007100
2018_2,937050024,3,3,4,0.75,0.6968,0.7035,10007,10007100
2018_3,937050024,3,1,2,0.5,0.6866,0.6948,10007,10007100
2018_4,937050024,3,3,7,0.4286,0.6913,0.7061,10007,10007100
2019_1,937050024,3,3,5,0.6,0.6831,0.7023,10007,10007100
2019_2,937050024,3,1,3,0.3333,0.6958,0.7081,10007,10007100
2019_3,937050024,3,1,2,0.5,0.7281,0.7043,10007,10007100
2019_4,937050024,3,3,4,0.75,0.7022,0.7101,10007,10007100
2020_1,937050024,3,3,10,0.3,0.7275,0.7204,10007,10007100
2020_2,937050024,3,0,3,0,0.7514,0.7184,10007,10007100
2020_3,937050024,3,2,8,0.25,0.7319,0.7202,10007,10007100
2020_4,937050024,3,4,8,0.5,0.748,0.7261,10007,10007100
2021_1,937050024,3,2,10,0.2,0.7477,0.7219,10007,10007100
2021_2,937050024,3,1,5,0.2,0.7195,0.7045,10007,10007100
2021_3,937050024,3,3,7,0.4286,0.7258,0.7243,10007,10007100
2021_4,937050024,3,3,6,0.5,0.7375,0.7376,10007,10007100
2022_1,937050024,3,1,7,0.1429,0.7542,0.7516,10007,10007100
2022_2,937050024,3,1,4,0.25,0.741,0.7522,10007,10007100
2022_3,937050024,3,1,2,0.5,0.7599,0.7411,10007,10007100
2022_4,937050024,3,1,4,0.25,0.7518,0.7564,10007,10007100
2023_1,937050024,3,0,3,0,0.7373,0.7502,10007,10007100
2023_2,937050024,3,2,3,0.6667,0.7532,0.7581,10007,10007100
2023_3,937050024,3,1,4,0.25,0.7745,0.7534,10007,10007100
2023_4,937050024,3,0,8,0,0.7478,0.7554,10007,10007100
2023_1,937050032,3,4,4,1,0.7373,0.7502,10007,10007100
2023_2,937050032,3,3,3,1,0.7532,0.7581,10007,10007100
2023_3,937050032,3,3,3,1,0.7745,0.7534,10007,10007100
2023_4,937050032,3,7,7,1,0.7478,0.7554,10007,10007100
2016_1,938030016,3,32,40,0.8,0.6743,0.6686,10008,10008030
2016_2,938030016,3,35,37,0.9459,0.6648,0.6761,10008,10008030
2016_3,938030016,3,31,37,0.8378,0.7002,0.6824,10008,10008030
2016_4,938030016,3,24,34,0.7059,0.672,0.6773,10008,10008030
2017_1,938030016,3,20,35,0.5714,0.7029,0.6907,10008,10008030
2017_2,938030016,3,41,56,0.7321,0.7107,0.6963,10008,10008030
2017_3,938030016,3,36,45,0.8,0.7035,0.6963,10008,10008030
2017_4,938030016,3,23,26,0.8846,0.6994,0.6863,10008,10008030
2018_1,938030016,3,33,42,0.7857,0.675,0.6935,10008,10008030
2018_2,938030016,3,25,33,0.7576,0.6968,0.7035,10008,10008030
2018_3,938030016,3,26,37,0.7027,0.6866,0.6948,10008,10008030
2018_4,938030016,3,29,42,0.6905,0.6913,0.7061,10008,10008030
2019_1,938030016,3,27,40,0.675,0.6831,0.7023,10008,10008030
2019_2,938030016,3,23,26,0.8846,0.6958,0.7081,10008,10008030
2019_3,938030016,3,38,41,0.9268,0.7281,0.7043,10008,10008030
2019_4,938030016,3,22,31,0.7097,0.7022,0.7101,10008,10008030
2020_1,938030016,3,31,40,0.775,0.7275,0.7204,10008,10008030
2020_2,938030016,3,36,47,0.766,0.7514,0.7184,10008,10008030
2020_3,938030016,3,46,55,0.8364,0.7319,0.7202,10008,10008030
2020_4,938030016,3,33,43,0.7674,0.748,0.7261,10008,10008030
2021_1,938030016,3,22,30,0.7333,0.7477,0.7219,10008,10008030
2021_2,938030016,3,22,35,0.6286,0.7195,0.7045,10008,10008030
2021_3,938030016,3,29,37,0.7838,0.7258,0.7243,10008,10008030
2021_4,938030016,3,21,29,0.7241,0.7375,0.7376,10008,10008030
2022_1,938030016,3,26,33,0.7879,0.7542,0.7516,10008,10008030
2022_2,938030016,3,34,39,0.8718,0.741,0.7522,10008,10008030
2022_3,938030016,3,24,26,0.9231,0.7599,0.7411,10008,10008030
2022_4,938030016,3,24,25,0.96,0.7518,0.7564,10008,10008030
2023_1,938030016,3,33,36,0.9167,0.7373,0.7502,10008,10008030
2023_2,938030016,3,18,22,0.8182,0.7532,0.7581,10008,10008030
2023_3,938030016,3,33,38,0.8684,0.7745,0.7534,10008,10008030
2023_4,938030016,3,16,18,0.8889,0.7478,0.7554,10008,10008030
2021_4,938040012,3,3,11,0.2727,0.7375,0.7376,10008,10008040
2022_1,938040012,3,12,31,0.3871,0.7542,0.7516,10008,10008040
2022_2,938040012,3,11,25,0.44,0.741,0.7522,10008,10008040
2022_3,938040012,3,11,23,0.4783,0.7599,0.7411,10008,10008040
2022_4,938040012,3,5,19,0.2632,0.7518,0.7564,10008,10008040
2023_1,938040012,3,19,34,0.5588,0.7373,0.7502,10008,10008040
2023_2,938040012,3,14,24,0.5833,0.7532,0.7581,10008,10008040
2023_3,938040012,3,12,17,0.7059,0.7745,0.7534,10008,10008040
2023_4,938040012,3,12,23,0.5217,0.7478,0.7554,10008,10008040
2016_3,941010019,3,1,1,1,0.6743,0.6824,10021,67000010
2017_4,941010019,3,1,1,1,0.6721,0.6863,10021,67000010
2018_4,941010019,3,1,1,1,0.702,0.7061,10021,67000010
2021_2,941010019,3,1,1,1,0.705,0.7045,10021,67000010
2022_1,941010019,3,1,1,1,0.7368,0.7516,10021,67000010
2022_4,941010019,3,3,3,1,0.7381,0.7564,10021,67000010
2023_3,941010019,3,2,2,1,0.723,0.7534,10021,67000010
2023_4,941010019,3,1,1,1,0.7438,0.7554,10021,67000010
2016_1,941310023,3,7,7,1,0.6552,0.6686,10021,67000310
2016_2,941310023,3,1,2,0.5,0.6339,0.6761,10021,67000310
2016_3,941310023,3,4,4,1,0.6743,0.6824,10021,67000310
2016_4,941310023,3,5,5,1,0.6634,0.6773,10021,67000310
2017_1,941310023,3,2,2,1,0.6898,0.6907,10021,67000310
2017_2,941310023,3,3,3,1,0.6578,0.6963,10021,67000310
2017_3,941310023,3,3,3,1,0.6704,0.6963,10021,67000310
2017_4,941310023,3,2,2,1,0.6721,0.6863,10021,67000310
2018_1,941310023,3,2,2,1,0.652,0.6935,10021,67000310
2018_2,941310023,3,2,2,1,0.7067,0.7035,10021,67000310
2018_3,941310023,3,3,3,1,0.696,0.6948,10021,67000310
2018_4,941310023,3,6,6,1,0.702,0.7061,10021,67000310
2019_1,941310023,3,2,2,1,0.6801,0.7023,10021,67000310
2019_2,941310023,3,2,2,1,0.6847,0.7081,10021,67000310
2019_3,941310023,3,6,6,1,0.6677,0.7043,10021,67000310
2019_4,941310023,3,1,1,1,0.7021,0.7101,10021,67000310
2020_1,941310023,3,3,3,1,0.7223,0.7204,10021,67000310
2020_2,941310023,3,2,2,1,0.6816,0.7184,10021,67000310
2020_3,941310023,3,3,3,1,0.7008,0.7202,10021,67000310
2020_4,941310023,3,2,2,1,0.705,0.7261,10021,67000310
2021_1,941310023,3,4,4,1,0.7199,0.7219,10021,67000310
2021_2,941310023,3,7,7,1,0.705,0.7045,10021,67000310
2021_3,941310023,3,3,3,1,0.6941,0.7243,10021,67000310
2021_4,941310023,3,3,3,1,0.7089,0.7376,10021,67000310
2022_1,941310023,3,5,5,1,0.7368,0.7516,10021,67000310
2022_2,941310023,3,4,4,1,0.7553,0.7522,10021,67000310
2022_3,941310023,3,5,5,1,0.703,0.7411,10021,67000310
2022_4,941310023,3,5,5,1,0.7381,0.7564,10021,67000310
2023_1,941310023,3,2,2,1,0.7233,0.7502,10021,67000310
2023_2,941310023,3,3,3,1,0.7272,0.7581,10021,67000310
2023_4,941310023,3,1,1,1,0.7438,0.7554,10021,67000310
2016_1,942020019,3,10,13,0.7692,0.6811,0.6686,64000,64000190
